event,person,time,value.amount,value.offer id,value.offer_id,value.reward
offer completed,183c40dad627489f9826f5cd85f5649a,18,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,183c40dad627489f9826f5cd85f5649a,462,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,184368dab2ce4be0a196e3f6bf72fd9b,48,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,184368dab2ce4be0a196e3f6bf72fd9b,174,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,184368dab2ce4be0a196e3f6bf72fd9b,570,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,184368dab2ce4be0a196e3f6bf72fd9b,606,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,184543d59b834277b5e95d1b912ffab7,168,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,184543d59b834277b5e95d1b912ffab7,210,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,184543d59b834277b5e95d1b912ffab7,432,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,184543d59b834277b5e95d1b912ffab7,534,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,1845602260c648c8a308952233f249a1,582,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,1845602260c648c8a308952233f249a1,582,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,184c1819ba144e4784667f14f7e7ba08,498,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,18502222e97f4a03b15b0e8e0768544d,648,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,1852fd4c322746798b6128917e068aa7,264,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,1852fd4c322746798b6128917e068aa7,468,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1852fd4c322746798b6128917e068aa7,564,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,1853362ad12c41bc8d7fefc8bafbe90a,192,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,1853362ad12c41bc8d7fefc8bafbe90a,576,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,1853362ad12c41bc8d7fefc8bafbe90a,642,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,1870af776ea8402cb8dc598e7205a44a,474,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,1870af776ea8402cb8dc598e7205a44a,474,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,1870af776ea8402cb8dc598e7205a44a,528,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,187b3bf0d99f40c585166d98cadc941c,426,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,187b3bf0d99f40c585166d98cadc941c,426,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,187b3bf0d99f40c585166d98cadc941c,522,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,187b3bf0d99f40c585166d98cadc941c,630,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,187bc1f183174e6799994488d7b2bf2b,462,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,187bc1f183174e6799994488d7b2bf2b,528,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,187dbd09f0f24bdc8c3089dfeed3f847,342,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,187dbd09f0f24bdc8c3089dfeed3f847,558,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,187dbd09f0f24bdc8c3089dfeed3f847,690,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,187ebc42824943319ad8ba9de644106e,60,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,187ebc42824943319ad8ba9de644106e,390,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,187ebc42824943319ad8ba9de644106e,612,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18808ae8de7e4c1e8754085a5c48013c,42,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18808ae8de7e4c1e8754085a5c48013c,450,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18808ae8de7e4c1e8754085a5c48013c,534,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18808ae8de7e4c1e8754085a5c48013c,612,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,188540a144304408b5ce19148b295f31,24,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,188540a144304408b5ce19148b295f31,468,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1885c809d58447988f532ff93c41d8e5,516,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,1885c809d58447988f532ff93c41d8e5,516,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,188c44a489374810aa61fdaeb47802e4,408,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18929cd7445c4604bb987f4b0cbb036c,198,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18929cd7445c4604bb987f4b0cbb036c,618,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,189bdb80e3174d7c8de4d554ef37acb4,174,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,189bdb80e3174d7c8de4d554ef37acb4,492,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,189bdb80e3174d7c8de4d554ef37acb4,618,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,189e8aa0b33d45e8bd8f8bbb551e4ad2,462,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,189e8aa0b33d45e8bd8f8bbb551e4ad2,462,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18a0d61beab64b218454834f068f3f52,342,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,18a0d61beab64b218454834f068f3f52,636,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18a4097b43f548c3a34efb2699fdcfcb,522,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,18a8640cb1584c9f8c862cc1004bfe15,72,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18a8640cb1584c9f8c862cc1004bfe15,234,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18a8640cb1584c9f8c862cc1004bfe15,366,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18a8640cb1584c9f8c862cc1004bfe15,420,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18a8640cb1584c9f8c862cc1004bfe15,618,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18a9f2cef2ef4de6a6157041cc492e43,588,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18a9f2cef2ef4de6a6157041cc492e43,588,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18ab1df4b5524a988089ea95595dfa27,72,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18bd0776b46a498594fb139a9f7613a7,468,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,18bd0776b46a498594fb139a9f7613a7,468,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18bd0776b46a498594fb139a9f7613a7,576,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18be5f6fa8cb4a2eb06c64a66b616469,228,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18be5f6fa8cb4a2eb06c64a66b616469,468,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18be5f6fa8cb4a2eb06c64a66b616469,522,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,18bffae1579b4f8598420ec807052cfa,24,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18bffae1579b4f8598420ec807052cfa,444,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,18bffae1579b4f8598420ec807052cfa,522,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,18c129ae024e4a089710006ed83e04d0,486,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18cc6dbe8e124c20b7bc93c39e854cdd,42,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18cc6dbe8e124c20b7bc93c39e854cdd,486,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18cc6dbe8e124c20b7bc93c39e854cdd,540,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18cc6dbe8e124c20b7bc93c39e854cdd,540,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18cc6dbe8e124c20b7bc93c39e854cdd,660,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,18d0ef3f15b5463aba2717969f6629a7,174,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18e563ab170d4e6f9f8548ee5488b4c9,30,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18e563ab170d4e6f9f8548ee5488b4c9,420,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,18e563ab170d4e6f9f8548ee5488b4c9,468,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18e563ab170d4e6f9f8548ee5488b4c9,576,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18eb8fa6fd8a4416a62569f5e16709e5,30,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,18eb8fa6fd8a4416a62569f5e16709e5,708,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18eddb1a60504a63ba4d200fab4cb36b,216,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18eddb1a60504a63ba4d200fab4cb36b,462,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18eddb1a60504a63ba4d200fab4cb36b,558,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,18f0c7f9cd194e96a6505e2732c29ef3,24,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,18f0c7f9cd194e96a6505e2732c29ef3,168,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18f0c7f9cd194e96a6505e2732c29ef3,480,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18f0c7f9cd194e96a6505e2732c29ef3,558,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18f0c7f9cd194e96a6505e2732c29ef3,582,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18f2c2bbef9f448388485fe6388cf18e,396,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18f2c2bbef9f448388485fe6388cf18e,420,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18f2c2bbef9f448388485fe6388cf18e,576,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18f2f42d216c4f499f0e7896945236ca,264,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18f2f42d216c4f499f0e7896945236ca,504,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18f6d43ce45c41b398606753c3412f60,54,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,18f6d43ce45c41b398606753c3412f60,348,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18f6d43ce45c41b398606753c3412f60,474,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,18f6d43ce45c41b398606753c3412f60,504,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18f6d43ce45c41b398606753c3412f60,618,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18f86ba6bba845f9bd35931e12122a16,366,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18f86ba6bba845f9bd35931e12122a16,426,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18f86ba6bba845f9bd35931e12122a16,570,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18f94408dda0458ea33edaba677981ee,36,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18f94408dda0458ea33edaba677981ee,312,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18f94408dda0458ea33edaba677981ee,336,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18f94408dda0458ea33edaba677981ee,684,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18f9f62683bf41278dca98799df7e581,132,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18f9f62683bf41278dca98799df7e581,354,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18f9f62683bf41278dca98799df7e581,564,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18f9f62683bf41278dca98799df7e581,564,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18fa7725c20248e7a2131d197522a0de,270,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18fa7725c20248e7a2131d197522a0de,408,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18fa7725c20248e7a2131d197522a0de,408,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,18fa7725c20248e7a2131d197522a0de,510,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,18fa7725c20248e7a2131d197522a0de,582,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18fc7f5237ff466ebfe2aeb5bfebf1b4,288,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18fc7f5237ff466ebfe2aeb5bfebf1b4,420,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,18fc7f5237ff466ebfe2aeb5bfebf1b4,504,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,18fc7f5237ff466ebfe2aeb5bfebf1b4,576,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18fee09ab17e4b559149279ac12f2491,192,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,18fee09ab17e4b559149279ac12f2491,378,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,18fee09ab17e4b559149279ac12f2491,450,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,18fee09ab17e4b559149279ac12f2491,618,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,1912954c9e4e455a832078c4452004ba,546,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,192099bfe35c4712bf91333009d9d108,588,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,192099bfe35c4712bf91333009d9d108,612,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,19210a70016c4ea98606657cd0c55d8b,420,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19210a70016c4ea98606657cd0c55d8b,594,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1922e62c02ec4664979eaeb8653d6fc5,138,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,1922e62c02ec4664979eaeb8653d6fc5,384,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,1922e62c02ec4664979eaeb8653d6fc5,624,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,1929135b8300410d879b00b07ffe2012,402,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,192e253ecece40778a40ddc4aec12b1c,342,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,192e253ecece40778a40ddc4aec12b1c,468,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1936f739ed654bc1b45eb2cd795fd82d,348,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,1936f739ed654bc1b45eb2cd795fd82d,480,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,193fb0f3de9144b6b195d7164de6325a,204,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,193fb0f3de9144b6b195d7164de6325a,438,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,193ffaca5cd745f284f6c51df0f9412e,456,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,1943d34100274155a01626b5940fbf38,420,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1943d34100274155a01626b5940fbf38,564,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,1943d34100274155a01626b5940fbf38,588,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19446b361caa43de84c2aed517457a47,228,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,19446b361caa43de84c2aed517457a47,426,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,19446b361caa43de84c2aed517457a47,426,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,1945d447057244ac986fa6d07c278304,198,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,1945d447057244ac986fa6d07c278304,198,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,1945d447057244ac986fa6d07c278304,444,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,1945d447057244ac986fa6d07c278304,552,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,1948b3c194c542d0a2a084a558f31834,120,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,1948b3c194c542d0a2a084a558f31834,216,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,1948b3c194c542d0a2a084a558f31834,390,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,1948b3c194c542d0a2a084a558f31834,492,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,1948b3c194c542d0a2a084a558f31834,504,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,1948b3c194c542d0a2a084a558f31834,588,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,194c17ebab614744a501d5ef67c3b010,570,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,194db18d77dd4fbda2ab91114be082a7,42,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,194db18d77dd4fbda2ab91114be082a7,342,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,194db18d77dd4fbda2ab91114be082a7,504,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,194db18d77dd4fbda2ab91114be082a7,504,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,194db18d77dd4fbda2ab91114be082a7,594,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,195e944f93a345639e7ad4ffe9ad8a1c,570,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,19626bf0c0ab416492d1ac3af4d7e06a,54,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19626bf0c0ab416492d1ac3af4d7e06a,288,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,19626bf0c0ab416492d1ac3af4d7e06a,414,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19626bf0c0ab416492d1ac3af4d7e06a,510,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,196651959ba44f8d98d7730dfa820beb,462,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,196651959ba44f8d98d7730dfa820beb,522,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,196651959ba44f8d98d7730dfa820beb,618,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,1966fa40d2f84620b2b1b9b64f8e0209,216,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,1966fa40d2f84620b2b1b9b64f8e0209,606,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,196cdd07f88b486a81cd5aaaea6d022d,606,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,197888a844c545b6af91b740b8d65dd2,366,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,197888a844c545b6af91b740b8d65dd2,552,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,197a4afbf77245cfa84c0a4659f47c48,414,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,197a4afbf77245cfa84c0a4659f47c48,516,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,197a4afbf77245cfa84c0a4659f47c48,600,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,197de214500b4cd5ad8b4a01b2a53cf4,708,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1985ab106b354a9792bfa699ab62955f,264,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,198c5f49fe6e40828b4d6c5bbcc17110,84,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,198c5f49fe6e40828b4d6c5bbcc17110,534,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,198c5f49fe6e40828b4d6c5bbcc17110,666,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19922e284d024fd2961bc2d2e7172ab5,510,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,1997b4c538804d42bac6d58c32ec26b4,0,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1997b4c538804d42bac6d58c32ec26b4,192,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,1997b4c538804d42bac6d58c32ec26b4,414,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,199a0cb9068941d5a520b891e0d1e9ae,102,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,199a0cb9068941d5a520b891e0d1e9ae,228,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,199a0cb9068941d5a520b891e0d1e9ae,408,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,199a0cb9068941d5a520b891e0d1e9ae,600,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,199eef49d00f45ba9b9d76007a05c069,6,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19a08da2770940e0bfe301c1ef062b57,456,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,19a08da2770940e0bfe301c1ef062b57,582,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19afb26b9a10447a8a2f86fa9f65c75d,18,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19afb26b9a10447a8a2f86fa9f65c75d,204,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19afb26b9a10447a8a2f86fa9f65c75d,372,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,19afb26b9a10447a8a2f86fa9f65c75d,588,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,19b675ce8cea454d8b849fbff3c0ff75,54,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,19b675ce8cea454d8b849fbff3c0ff75,384,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19b675ce8cea454d8b849fbff3c0ff75,426,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,19b675ce8cea454d8b849fbff3c0ff75,600,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,19bb40e11c9e42079bce038db361cf2b,456,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19bd6684c9ff4f9492bee610f6acb511,366,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,19bd6684c9ff4f9492bee610f6acb511,570,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,19bd6684c9ff4f9492bee610f6acb511,576,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,19d4aa13259544d89c5bb381252c2f27,492,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,19d4aa13259544d89c5bb381252c2f27,492,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19da4a0ddf6541b1b293f12487e0baff,12,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,19da4a0ddf6541b1b293f12487e0baff,180,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,19da4a0ddf6541b1b293f12487e0baff,372,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19da4a0ddf6541b1b293f12487e0baff,450,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,19da4a0ddf6541b1b293f12487e0baff,618,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,19e1a88e7e3b4e3d84f9a43e706822fc,180,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,19e1a88e7e3b4e3d84f9a43e706822fc,378,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19e1a88e7e3b4e3d84f9a43e706822fc,510,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,19e1a88e7e3b4e3d84f9a43e706822fc,636,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,19e23fd8962b4b04934e410e8e134833,42,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,19e23fd8962b4b04934e410e8e134833,210,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,19e23fd8962b4b04934e410e8e134833,408,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19e3065907254d26a27dffe11d0adeaf,474,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,19e3065907254d26a27dffe11d0adeaf,678,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19e780c4144945b4915b3c1fc59947cc,216,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,19e780c4144945b4915b3c1fc59947cc,540,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,19e780c4144945b4915b3c1fc59947cc,540,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19eff2554d094649a115ea5320dd9e8a,102,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,19eff2554d094649a115ea5320dd9e8a,384,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,19f07806b6844a41824e3fa9bf240189,270,,,f19421c1d4aa40978ebb69ca19b0e20d,5
offer completed,19f07806b6844a41824e3fa9bf240189,372,,,4d5c57ea9a6940dd891ad53e9dbe8da0,10
offer completed,19f2291e32b04fc78acbfc1c3b8a39d2,702,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,19fc24db285b41b8b91546f8ba7a1557,534,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,1a15ca5f9e854874b2535c287e3ebc13,204,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1a15ca5f9e854874b2535c287e3ebc13,486,,,2298d6c36e964ae4a3e7e9706d1fb8c2,3
offer completed,1a15ca5f9e854874b2535c287e3ebc13,588,,,ae264e3637204a6fb9bb56bc8210ddfd,10
offer completed,1a15ca5f9e854874b2535c287e3ebc13,588,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1a15d81c06e74971aad99a8048b874e7,264,,,2906b810c7d4411798c6938adc9daaa5,2
offer completed,1a22d7cf63ae41dcb521c1b6da28adfc,264,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1a22d7cf63ae41dcb521c1b6da28adfc,648,,,fafdcd668e3743c1bb461111dcafc2a4,2
offer completed,1a297cc7262d42b59fb3e34fe0166702,216,,,0b1e1539f2cc45b7b9fa7c272da2e1d7,5
offer completed,1a297cc7262d42b59fb3e34fe0166702,618,,,9b98b8c7a33c4b65b9aebfe6a799e6d9,5
offer completed,1a2c6fd57fad4250b35c1b0903ed34ea,78,,,f19421c1d4aa40978ebb69ca19b0e20d,5
